Salary Range,Link,Job Title,Job Teaser,Advertiser,Classification,Location,Strong Words,Job Description,Category
70000-120000,https://www.seek.com.au/job/39696737,Business Intelligence Developer - Retail,An exciting opportunity for you to join this market-leader within the retail industry on a six month contract.,JIVARO recruitment,Information & Communication Technology,Melbourne,Responsibilities: be successful for this role you will have: Retail experience is absolutely essential,"A new and exciting opportunity is currently available for a Business Intelligence Developer to join this market-leading retailer with a presence in both Australia and New Zealand. This is a newly created role derived from company growth and is perfect for a technically minded individual with a solid background in Data, Business Intelligence and applications within the retail industry. The Business Intelligence Developer is responsible for the on-going delivery of business data requirements as well as maintaining the existing data pipelines. The BI Developer will also help to deliver on the data strategy, assisting in taking the organisation to the next level. Responsibilities: Creating and maintaining data pipelines Assembling large complex data sets to meet business function/non-functional requirements Working along- side the business users to troubleshoot and diagnose problems Create and maintain technical documentation Identifying process improvements within the existing data platform Development of data assets (tables, views, stored procedures) Creating and maintaining business transformation logic (ETL/ELT) To be successful for this role you will have: Retail experience is absolutely essential A strong technical knowledge of application integrations using varying formats/delivery methods would be highly regarded Advanced Microsoft Excel/SQL Skills Experience with Microsoft Business intelligence Suite (SQL Server, SSIS, SSAS) Experience working with ETL and ELT pipelines and data visualisation tools Strong problem solving skills in a collaborative environmentTo be considered, you will have a strong passion for denim along side relevant industry experience. If you have the above experience and would like to discuss further please apply directly or send your CV to Rachelmurphy@jivaro.com.au or call Rachel at the Melbourne office on (03) 8899 7705 . For a full list of current positions please visit: www.jivaro.com.au",BI Analyst
70000-120000,https://www.seek.com.au/job/39575143,BI Developer - SSAS,BI Developer required to manage and maintain a suite of financial reporting and analytics for a leading logistics business.,FourQuarters Recruitment,Information & Communication Technology,Melbourne,Responsibilities: Requirements:,"BI Developer required to manage and maintain a suite of financial reporting and analytics for a leading logistics business. Responsibilities: delivering enhancements / bug fixes to existing reporting, whilst designing and developing new solutions as required liaising with the finance teams to identify their reporting needs and requirements developing a Tabular model and integrating all finance data onto the cube working to ensure the existing reporting remains stable and any issues are investigated and resolved. reviewing the ongoing stream or requests to ensure they are correctly prioritised Requirements: extensive background developing MDX and Tabular cubes using SSAS, with the ability to explain best practice solid experience working with OLAP data models and data warehousing concepts solid SSIS and SSRS skills any Business Objects or PowerBI experience would be hugely beneficial Call Sabina for more information on (03)99828478 #LI-SABINA",BI Analyst
70000-120000,https://www.seek.com.au/job/39719849,Senior SAP BW/BI Consultant - Perm Role Based in the South Island New Zealand,New Senior SAP BI Consultant role based in the beautiful South Island of New Zealand! Assistance with work visa and relocation considered if needed.,Morgan Campbell - the #1 SAP Recruitment Experts,Information & Communication Technology,Brisbane,Morgan Campbell is the #1 provider of SAP Recruitment within the Asia Pacific region and has a team specifically dedicated to providing Senior Business Intelligence & Analytics recruitment. We have placed some of the top Industry professionals (Data Scientists BI Practice Managers BI Project Managers Business Analysts Developers Senior Consultants and Architects) within the Business Intelligence Data Warehouse and Big Data Technology arena - Certified Professionals that have been at the forefront of developing BI Strategies for many of our Clients. Senior SAP BI Consultant This role is based in the beautiful South Island of New Zealand! Skill Requirements essential. It is really important that you are able to articulate genuine reasons for choosing the South Island of New Zealand for your next role. OUR CLIENT WILL ASSIST WITH WORK VISAS AND RELOCATION EXPENSES IF REQUIRED! If you are interested in knowing more please send us your resume in Word format to:intelligence@morgancampbell.comor call us now to discuss on +64 9 3777 689 SAP SAP BW SAP BW on HANA Consulting,"Morgan Campbell is the #1 provider of SAP Recruitment within the Asia Pacific region, and has a team specifically dedicated to providing Senior Business Intelligence & Analytics recruitment. We have placed some of the top Industry professionals (Data Scientists, BI Practice Managers, BI Project Managers, Business Analysts, Developers, Senior Consultants and Architects) within the Business Intelligence, Data Warehouse and Big Data Technology arena - Certified Professionals that have been at the forefront of developing BI Strategies for many of our Clients. We are currently looking for an experienced Senior SAP BI Consultant to join our Clients outstanding Analytics team in the beautiful South Island of New Zealand. The role is varied and relies upon your developed SAP BW/BI skills to provide technical expertise across their businesses. We are looking for someone who is very confident of their ability to design, develop. maintain and upgrade SAP BI applications. You will also be happy to provide SAP BI application support to their businesses and provide training to Company users and support staff. This role is based in the beautiful South Island of New Zealand! Skill Requirements The following skills are required to fill this role: Minimum 5 years+ experience in core SAP BW. Solid SAP HANA and SAP BW on HANA expertise essential. Experience with BW/4HANA, SAP Cloud Platform, SAP Analytics Cloud and Business Objects would be ideal Developed English language communication skills essential. A generous salary package is on offer as well as a chance to work for a fantastic NZ brand. It is really important that you are able to articulate genuine reasons for choosing the South Island of New Zealand for your next role. OUR CLIENT WILL ASSIST WITH WORK VISAS AND RELOCATION EXPENSES IF REQUIRED! If you are interested in knowing more, please send us your resume in Word format to: intelligence@morgancampbell.com or call us now to discuss on +64 9 3777 689 SAP, SAP BW, SAP BW on HANA, Consulting",BI Analyst
70000-120000,https://www.seek.com.au/job/39610227,BI Consultant,Verse are working with a growing data team to add a BI Consultant to their team.,Verse Group,Information & Communication Technology,Perth,The Company: The Role: Key Skills and Experience:,"The Company: Based in the Perth CBD, our client are looking to expand and grow their data team as they are embarking on a major BI program encompassing SQL Server and Power BI. The role is a permanent opportunity within their team. The Role: This is a very autonomous role within the team of 15. They currently use Power BI internally; however they don't feel there is a specialist in this area. You will be brought in to make key decisions in the direction of the analytics practice. This will include building out the dashboards and reporting function as well as improving automation. You will work alongside other analysts and help create the daily, weekly and monthly reports. On top of this, you will need to identify trends in new and historical data. As this is a senior position, you will work alongside a number of senior stakeholders from CEO to COO. This is because you will need to also look at commercial data and make recommendations on it. This is a changing and growing period for the company, and it will be your decision what product suite to use. Currently, they are using Power BI for reporting or visualisation, however if you feel there is a better alternative (Tableau, Qlik etc), then this will be strongly looked at. Key Skills and Experience: A good few years analytics work, focusing on Dashboards and Reports Ideally a strong understanding of Power BI (other tools considered such as Tableau, Business Objects/Qlik) A focus on automation of reports Strong stakeholder management skills There is plenty scope to make this role your own and shape the analytics practice. Interested in the role? Apply now or alternatively speak to James Lim on 08 9325 7788 [link removed]  for more information.",BI Analyst
70000-120000,https://www.seek.com.au/job/39649450,Business Intelligence & Analytics Specialist ,Enhance the Council's technical capabilities by developing and managing business intelligence systems to support stakeholder data requirements,Australia Council for the Arts,Government & Defence,Sydney,"Passionate about data and BI systems? This is a great opportunity to make your mark. About your role: ""Whats in it for you?"" What will you be doing?    What experience will you have? 1 September 2019 at 11:59pm AEDT","Passionate about data and BI systems? This is a great opportunity to make your mark. The Australia Council for the Arts is committed to equity and inclusion and welcomes applications from diverse Aboriginal and Torres Strait Islander, cultural and regional communities, including people with disability. About your role: This newly created position will support the Director Business Intelligence in strengthening the technical competencies required to manage the business intelligence systems in the organisation. What's in it for you? Commencing from $94,841, negotiable depending on experience 2-year full-time contract Paid leave between Christmas and New Year Work in a positive environment that embraces diversity and supports your development What will you be doing? Collaborate with stakeholders to analyse business requirements and deliver technical solutions Engage with data & analytics team members in implementing business intelligence solutions Design and develop Power BI and Tableau reports and dashboards Conduct data analysis and modelling using R or Python Manage data warehouse on Microsoft SQL server Develop complex TSQL scripts for data extraction and transformation What experience will you have? Degree qualified in a STEM discipline Proficient with business intelligence reporting and visualization tools, including Power BI and Tableau Hands on progressive experience with managing Microsoft SQL Server databases and across Microsoft BI Stack (SSIS, SSRS, SSAS) Demonstrated experience using a variety of data processing tools with a focus on Microsoft technologies (e.g. Azure Data Factory) Proven experience in using programming language for data analysis (e.g. R, Python) Advanced skills in Microsoft Excel with experience in data modelling business requirements To access the position description and apply, follow the link to our careers page. http://australiacouncil.gov.au/about/careers/ Applications close 1 September 2019 at 11:59pm AEDT This is not an Australian Public Service position.",BI Analyst
70000-120000,https://www.seek.com.au/job/39697896,Head of Business Intelligence,Join the Strategy and Business Intelligence Department,City Of Casey,Information & Communication Technology,Melbourne,About Casey About the role About you Salary: Applications close:,"About Casey The City of Casey is an ambitious, innovative and customer-focused Council driven by our vision of 'creating Australia's most liveable city'. As the largest and one of the fastest growing municipalities in Victoria, Council plans and delivers quality services and infrastructure for the more than 356,600 residents who call Casey home. Bunjil Place is a must-visit destination in Melbourne’s south east.   It reflects and enhances the city’s rich diversity, inspiring an energetic and cosmopolitan atmosphere; and has become a lively meeting place. About the role Support the ongoing focus on improving our business by providing senior leaders with crucial insights into needs and performance while supporting the development of recommendations that help enhance the City of Casey’s strategic planning within a rapidly changing environment. You will anticipate the business needs and develop strategic insights that translate into meaningful, high impact recommendations and decisions. You will focus on evolving the team’s capability to leverage predictive analytics, big data, and consumer insights. You will lead a team of four technically experienced leaders, to unlock their brilliance and support a transition of their capability focus from data management to data insights. About you Your relevant strength in taking ambiguous, complex problem and turing into a strategic question which can be answered using Business intelligence methods. You will have a flair for helping leaders find answers from their data with a proven track records of developing teams to become high performing, using both technical and leadership competencies. You can demonstrate your competence through clear, concise and audience orientated communications, including written and verbal and will have experience managing and developing small teams. We encourage people with a disability, lived experience of disability, Aboriginal and Torres Strait islanders and people from culturally diverse backgrounds to apply for this position. The City of Casey has zero tolerance for child abuse and is committed to creating and maintaining a child safe organisation where protecting children and preventing and responding to child abuse is embedded in the everyday thinking and practice of all Councillors, employees, contractors and volunteers. The City of Casey reserves the right not to make any appointments for this position. Salary: starts at $113,936 per annum plus superannuation. Applications close: 3 September 2019",BI Analyst
70000-120000,https://www.seek.com.au/job/39647625,Business Intelligence Technical Lead,"In this role, you will be responsible for implementing a new data warehouse and uplifting existing capability, system performance and quality.",Ladbrokes Australia,Information & Communication Technology,Brisbane,Position Purpose: Responsibilities: Key Working Relationships: Experience & Qualifications Required:,"At Ladbrokes Australia we love entertainment and innovation! We are part of GVC Holdings, a FTSE 100 market-leading global gambling business with licences and operations in more than 18 countries and a team of about 30,000. At Ladbrokes we are committed to responsible gambling, and globally lead a strong Corporate Social Responsibility agenda. Our growth and success have come from driving innovative and market leading betting experiences developed in-house by our exceptional team. Position Purpose: To implement a new data warehouse and uplift existing capability, system performance and quality. Responsibilities: Work with business stakeholders, DBAs, and other Data & Analytics team members to maintain the data warehouse and ensure the data warehouse meets performance requirements Review and quality check business intelligence scripts and guide team on script optimization Ensure reporting and business visualization tools are optimized and performant Develop and maintain the ETL framework to drive data movements across data assets Contribute to the building and maintenance of ETL scripts Develop integration processes to allow data capture from various internal and external sources Develop and maintain analytical solutions that are serviced through the data warehouse Ensure reports and data extracts are delivered on time and to specification Work with the Data Engineering Manager to design and implement data architecture for the Business Intelligence capability. Maintain and improve sustainable analytics platform Key Working Relationships: This role will sit within the Operations team and reports to the Data Engineering Manager. Since we are a strongly data driven organisation, the role will work with all departments and stakeholders throughout the business. Experience & Qualifications Required: Essential: Extensive experience using the Microsoft BI stack, including SQL Server, SSIS, SSAS, SSRS, with solid T-SQL skills up to SQL Server 2016. Working knowledge of DQS and MDS data management solutions Strong knowledge and experience in ETL development, OLAP design, and database performance tuning Data Modelling and design experience Experience with data integration through SSIS and other off-the-shelf integration packages Excellent working knowledge of Data Warehousing, ETL principles, dimensional data modelling (Kimball) and data architecture Bachelor’s degree in related field, or equivalent professional experience Proven track record designing and delivering scalable data warehousing solutions Experience and proven track record of designing and implementing business intelligence data architectures Effective time management skills – ability to prioritise and meet deadlines Excellent attention to detail and a passion for data-driven decision making An ability to work as part of a team in a fast paced and changing environment The ability to ‘get stuff done’ Desirable: A passion for sport and a keen interest in the wagering industry Prior working experience with one or more data visualisation tool – PowerBI, Tableau, Qlikview, etc Prior working experience with big data platforms This role is a 12 month Fixed Term Contract",BI Analyst
70000-120000,https://www.seek.com.au/job/39700379,Business Intelligence Developer,Provide new and innovative reporting mechanisms to support safe and efficient health service delivery. HERSTON,Metro North Hospital & Health Service,Information & Communication Technology,Brisbane,About the Role Find out about the role in more detail and how to apply in the attached Role Description. Why work for us? APPLICATIONS RECEIVED VIA THIRD PARTIES (RECRUITMENT AGENCIES ETC.) WILL NOT BE ACCEPTED,"Metro North Hospital and Health Service is the biggest and most diverse Hospital and Health Service in Queensland, delivering the best care by the brightest healthcare professionals. Two of our five hospitals – Royal Brisbane and Women's Hospital (RBWH) and The Prince Charles Hospital (TPCH) – are tertiary/quaternary referral hospitals, providing state-wide super specialty services, such as heart and lung transplantation and burns treatment. Redcliffe and Caboolture are major secondary hospitals, and Kilcoy is a regional community hospital. This is your opportunity to join the dedicated team of professionals at Metro North Health and be part of a world-class, dynamic and growing health service that embraces technology, excellence in health care, teaching, research and empowering our people to be the best in serving our community. About the Role Assist in the development and maintenance of MNHHS's Business Intelligence Dashboards including performance monitoring and reporting. Assist in the gathering, interpretation and documentation of business requirements, rules, specifications and processes. Translate business requirements into specifications that will be used to implement the required reports and dashboards, created from potentially multiple data sources. Assist with cost and activity reporting to ensure that this is made available to management and clinical programs on a regular basis to assist the development of appropriate strategic planning and assist MNHHS in meeting activity targets. Job ad reference number: MN320210. Close date: 28/08/19. Find out about the role in more detail and how to apply in the attached Role Description. Why work for us? We offer rewarding career opportunities across a wide range of clinical and non-clinical areas across our health service and pride ourselves on providing a work environment that is safe, satisfying, flexible, and promotes a healthy work-life balance. As a Metro North employee you will benefit from a higher than standard employer contribution to Superannuation of up to 12.75%, access to salary packaging, flexible working arrangements and competitive salary rates with annual incremental increases. We are committed to providing a diverse and inclusive workplace for our people and our community. We encourage people of all genders, races, ages and abilities to apply for roles within our Health Service. You can find out more about why it's so great to work at Metro North here: https://metronorth.health.qld.gov.au/careers APPLICATIONS RECEIVED VIA THIRD PARTIES (RECRUITMENT AGENCIES ETC.) WILL NOT BE ACCEPTED",BI Analyst
70000-120000,https://www.seek.com.au/job/39536447,Business Intelligence Developer | Fixed Term | McMahons Point,"Are you an experienced Business Intelligence Developer readily available for a 4-month fixed term role? If so, apply now to work with our Foodbuy team",Compass Group,Information & Communication Technology,Sydney,Business Intelligence Developer THE POSITION THE PERSON THE BENEFITS,"Are you an experienced Business Intelligence Developer readily available for a 4-month fixed term role? If so, apply now to work with our Foodbuy team based in McMahons Point, Sydney! Compass Group  is the global market leader in providing food and beverage to customers in a range of food service environments. We operate in over 50 countries, employ over 600,000 people, and are a recognised top 10 employer worldwide. We are currently recruiting a Business Intelligence Developer to join our Foodbuy team on a 4-month fixed term contract based in our McMahons Point Support Centre (a 10-minute walk from North Sydney Train Station). Reporting to the Data Investment Program Manager, this role forms the vital link between our information technology capacity, vendors and our Foodbuy business objectives by supporting and ensuring the successful completion of analytical, building, testing and deployment tasks of our Data investment program. Our business is continuing to develop its analytical and reporting capabilities so data integration and report development will help deliver key strategic changes for the business. **Fixed term contract - paying $100K including super (pro rata)** THE POSITION Interpret data, analyse results using statistical techniques and provide ongoing reports Use existing  data collection systems, data analytics and other strategies to increase system and data quality Identify, analyse, and interpret trends or patterns in complex data sets Filter and “clean” data by reviewing computer reports, printouts, performance indicators to locate and correct both system and usage errors. Merge various data sources into a single usable data pool that will be used by the project team and/or business partners Conduct industry analysis to support business stakeholders with commercial understanding & provide proactive insight to long term strategies Demonstrate a clear understanding of the relationship between all pricing levels versus market in order to make business pricing recommendations Identify inconsistencies in the supporting Foodbuy data, report and recommend changes. Advise, Consult and influence the business towards the use of identified key Foodbuy technologies. These include and is not limited to MCIS, MyOrders, Tableau. THE PERSON Demonstrable Data or Business Analyst experience Extensive experience in the manipulation of excel documents Experience analyzing, designing and developing Business Intelligence solutions Great understanding of database modeling Good understanding of integration processes, ETL, API's, JSON and XML Expertise with SQL, business intelligence suite, Tableau, and Server SQL Server Data Tools (SSRS/SSIS/SSAS) skills Food service & procurement experience are desirable (not essential) THE BENEFITS We believe in the opportunity to recognise and develop great talent and offer many diverse opportunities. We place great importance in looking after our people and offer a variety of learning and development opportunities, reward and recognition programs and a selection of corporate benefits.",BI Analyst
70000-120000,https://www.seek.com.au/job/39603288,BI Data Engineer,Amazing opportunity to build a new data platform in MS Azure working along side a forward thinking and close-nit team!,"Sharp & Carter NSW Technology, Projects and Digital Pty Ltd",Information & Communication Technology,Sydney,,"This is an awesome challenge for a BI Developer/Data Engineer to work on the latest technologies in a fast paced environment, working on a brand-new platform. Also an excellent opportunity to help change people’s lives while doing something you love! The role: Build highly scalable data platform in Microsoft Azure environment that enables data ingestion, storage, preparation, modelling and analysis of massive datasets. Design and develop data pipelines for data movement and data orchestration Automate the management and deployment of Azure resources using ARM templates, Azure CLI and PowerShell. Create CI/CD processes using Git and Docker containers. Develop Python scripts to automate tasks. Designs, codes, tests, corrects and documents complex programs and scripts from agreed specification. Skills: Strong experience with SQL Azure platform, Microsoft BI suite, Tableau Desktop and Server Experience with Azure Data Factory, Azure Data Lake Storage, Azure Blob Storage, Azure SQL Built CI\CD environment, release, deploy process with Git / Docker containers Experience in automation with Azure CLI, ARM templates and PowerShell. Strong understanding of database modelling Solid skills with SQL Server (SSMS/SSIS/SSRS), Tableau Good experience writing Python scripts Experience with data modelling and delivering data warehouses Worked in Agile methodology Highly customer focused Good understanding of IT Infrastructure and Networking Excellent communication skills, both written and verbal",BI Analyst
70000-120000,https://www.seek.com.au/job/39581144,Project Manager BI Platform Refresh - contract until end of July 2020,In this role you will manage the delivery of a key strategic project to achieve uplift in stability and capability of the RBA’s BI Platform.,Reserve Bank of Australia,Information & Communication Technology,Sydney,Skills and Experience What’s on offer? About the RBA How to Apply The Reserve Bank of Australia is an equal opportunity employer.\xa0 We are committed to creating a diverse and inclusive workplace and encourage applications from experienced candidates seeking workplace flexibility.,"We are currently looking for a seasoned BI PM with demonstrated experience in managing Large Projects within IT in the Financial Services industry. In this role you’ll develop robust and achievable project plans to manage the delivery of a key strategic project which will see you achieve uplift in stability and capability of the RBA’s BI Platform. You’ll be in charge of building solid relationships with internal stakeholders and external suppliers to achieve the Bank’s strategic objectives. The ideal candidate would possess a technical background and be familiar with BI platforms, delivering version upgrades and architectural changes to the platforms. Skills and Experience Experience in delivering capability uplift within the BI space, in particular IBM InfoSphere Information Server Demonstrated ability to develop key strategic relationships with internal and external stakeholders Project Management Certification in PRINCE II is a must to have Advanced knowledge of Project Management Methodologies and frameworks Sound Financial Control and reporting skills, experience in building Business Cases Executive level reporting and steering committee management Knowledge of a Solution Delivery Lifecycle (SDLC) and experience in Application Development and Infrastructure build Ability to negotiate successfully with suppliers and other third parties What’s on offer? Work for an organisation that truly makes a difference to the Australian people Develop your career in a collaborative environment Access a wide-range of benefits including a Gym on-site About the RBA The Reserve Bank of Australia pursues national economic policy objectives and undertakes a range of associated activities in financial markets and banking. It also issues Australia's banknotes and operates infrastructure critical to the payments system. How to Apply Your application should include a resume detailing your experience and qualifications.  A supporting statement addressing the selection criteria would also be welcomed. The Reserve Bank of Australia is an equal opportunity employer.   We are committed to creating a diverse and inclusive workplace and encourage applications from experienced candidates seeking workplace flexibility.",BI Analyst
70000-120000,https://www.seek.com.au/job/39599602,BI Developer,Bring your strong MS BI skills to this global organisation.,Caccia Recruitment,Information & Communication Technology,Sydney,Key responsibilities: Key requirements:,"This position has a primary responsibility for reporting and analytics, systems integration, and data governance. You will demonstrate a deep understanding of business intelligence and have expert level experience with analytical and data mining tools such as SSRS, SSAS, SSIS, SharePoint Performance Point and Power BI. This role requires a thorough, detailed, creative, diligent, and sharp analytical mind. Must have exceptional BI experience along with the right attitude and excellent customer facing skills. Key responsibilities: Designing and developing ETL, data transformation and data management processes using SSIS. Designing and building application to application integration and data migration solutions Designing and developing SSAS cubes Designing and developing SSRS reports on both datawarehouse and cubes Data modelling Working with the business to gather and analyse business and technical   requirements Coordinating and managing quality assurance processes including unit testing and support for SIT/UAT Technical and support documentation (including technical specification, support manual, change management, release management) Key requirements: Tertiary qualifications in IT or Engineering Ability to articulate complex BI concepts to technical and non-technical audiences Strong data analysis and data mining skills (T-SQL and MDX), SSAS Strong data visualisation skills using SSRS, & SharePoint Performance Point Strong integration skills using SSIS Expertise in SQL 2008, SQL 2012 and SQL 2014 Exposure to Power BI Suite is desirable Strong communication skills with the ability to collaborate and contribute to a team positively Strong analytical skills with the ability to translate business needs into technical solutions Strong problem solving skills Apply now!",BI Analyst
70000-120000,https://www.seek.com.au/job/39581145,Project Manager BI Platform Refresh - contract until end of July 2020,In this role you will manage the delivery of a key strategic project to achieve uplift in stability and capability of the RBA’s BI Platform.,Reserve Bank of Australia,Government & Defence,Sydney,Skills and Experience What’s on offer? About the RBA How to Apply The Reserve Bank of Australia is an equal opportunity employer.\xa0 We are committed to creating a diverse and inclusive workplace and encourage applications from experienced candidates seeking workplace flexibility.,"We are currently looking for a seasoned BI PM with demonstrated experience in managing Large Projects within IT in the Financial Services industry. In this role you’ll develop robust and achievable project plans to manage the delivery of a key strategic project which will see you achieve uplift in stability and capability of the RBA’s BI Platform. You’ll be in charge of building solid relationships with internal stakeholders and external suppliers to achieve the Bank’s strategic objectives. The ideal candidate would possess a technical background and be familiar with BI platforms, delivering version upgrades and architectural changes to the platforms. Skills and Experience Experience in delivering capability uplift within the BI space, in particular IBM InfoSphere Information Server Demonstrated ability to develop key strategic relationships with internal and external stakeholders Project Management Certification in PRINCE II is a must to have Advanced knowledge of Project Management Methodologies and frameworks Sound Financial Control and reporting skills, experience in building Business Cases Executive level reporting and steering committee management Knowledge of a Solution Delivery Lifecycle (SDLC) and experience in Application Development and Infrastructure build Ability to negotiate successfully with suppliers and other third parties What’s on offer? Work for an organisation that truly makes a difference to the Australian people Develop your career in a collaborative environment Access a wide-range of benefits including a Gym on-site About the RBA The Reserve Bank of Australia pursues national economic policy objectives and undertakes a range of associated activities in financial markets and banking. It also issues Australia's banknotes and operates infrastructure critical to the payments system. How to Apply Your application should include a resume detailing your experience and qualifications.  A supporting statement addressing the selection criteria would also be welcomed. The Reserve Bank of Australia is an equal opportunity employer.   We are committed to creating a diverse and inclusive workplace and encourage applications from experienced candidates seeking workplace flexibility.",BI Analyst
70000-120000,https://www.seek.com.au/job/39643616,Business Intelligence Analyst,"Deliver simple but meaningful commercial insights, visualisation and direction which improve real-time and strategic decision-making",Vocus,Information & Communication Technology,Melbourne,Do it. Own it. Love it What’s the opportunity? The day to day How you work What you will bring to the table It’s a seriously exciting time to join Vocus Group and there’s even more to come. If you want to join us and be part of something great do it. Apply now!  p.s. The extra stuff we know you want to know careers site LinkedIn,"Vocus is crazy about customers. We’re also crazy about our people. We empower them to Do it. Own it. Love it and that’s why they choose to work for us. Here, it’s never just a job – We care about the impact we have, and that’s what connects us.   Whoever you are, you'll fit right into our team of 1400 personalities. And as you help us disrupt our industry, we’ll support you to be ‘the best you’, at Vocus and at home. What’s the opportunity? As a Business Intelligence Analyst you will be responsible for the development and coordination of strategies and best practices to improve performance reporting and monitoring in relation to key initiatives. You will also drive the build of key BI projects and solutions and work with BI team to deliver on-time The day to day Deliver simple but meaningful commercial insights, visualisation and direction which improve real-time and strategic decision-making and where applicable, accompanied with commercially sharp and contextual commentary Drive a self-service insight discovery culture throughout the business through the innovative use of BI tools and platforms Continue to evolve the business intelligence capabilities whilst continuing to remain the single source of truth by maintaining consistent definitions across our portfolio Provide data-driven insights across all marketing disciplines (acquisition, retention, customer growth and win-back) Analyse and model complex data structures within disparate internal systems and external source data to support the development and continue to innovate of BI and Reporting solutions Deliver and maintain the accuracy, consistency and governance of production data assets including but not limited to reporting and self-service data models Manage cross-functional ad-hoc data extraction and reporting requests Partner with the Data Engineering team to ensure ETL processes remain accurate and effective How you work You’re crazy about customers and letting customers know through great service, products and experiences You are proactive and curious, interested in learning about new things and meeting people from across our business You’re self-motivated to deliver your best work in a timely and effective way with minimal supervision You like the idea of working in a dynamic yet supportive environment where people are encouraged to bring their whole selves to work and reach their full potential What you will bring to the table An ability to attack complex business questions with data; the curiosity to dive deep, identify the root cause rather than just spot the trends The ability to thrive in an environment that is tasked with providing data-driven decision support and business intelligence that is timely, accurate and actionable Able to effectively prioritise projects, manage multiple competing priorities simultaneously, and drive projects to completion under tight deadlines Ability to communicate to management and make recommendations Strong communication, time management and analytical skills Experience in data mining using databases in a business environment with large-scale, complex datasets Understanding and experience with AWS technologies including but not limited to Redshift, EC2, S3 Deep technical knowledge and strong expertise in Tableau environment Proficient in complex SQL and data automation techniques Strong strategic application of data and insights It’s a seriously exciting time to join Vocus Group and there’s even more to come. If you want to join us and be part of something great, do it. Apply now! p.s. The extra stuff we know you want to know We know how to celebrate our wins and we know that learning from our mistakes makes us better. We are all about flexible working and, hand on heart, we practise work life balance. We high five you on your work anniversary and give you a day off. We know time off is important for balance, so you’ll have an option to buy more leave. We embrace who you are and let you be a master of your own style – there’s no dress code. This is just the tip of the iceberg, so jump on our careers site or LinkedIn to find out more!",BI Analyst
70000-120000,https://www.seek.com.au/job/39575318,Qlik BI Developer,BI Developer | QlikSense | Nprinting | Financial Reporting | Become Finite's BI SME | Role can be Full or Part Time | MUST HAVE QLIKSENSE | ,Finite IT Recruitment Solutions,Information & Communication Technology,Sydney,"The Role: The Company: You will be: Who you are: What’s on offer? Who we are: ""Whats next?""","Be our In-House BI SME QlikSense | Nprinting Sydney CBD Up to $100,000 + Super Fixed Term Contract The Role: You will be the SME for BI Reporting within the Finance Department. After significant investment on new technologies, we now have a wealth of data at our disposal. This is a real opportunity for an experienced BI Developer/Reporter to take ownership and work with Business Owners to provide key reporting & insights. The Company: Join us at The Finite group, we’re a multi-award winning consultancy recognised across Australia and New Zealand for excellence in recruitment for the technology consultancy space. This role sits with the Finance Team of our Sydney Head Office. You will be: Communicate with Business stakeholders to transform requirements into reporting Solutions – from early stage analysis through to front-end delivery. Driving and supporting all aspects of analysis, design, development and maintenance of financial data used for reporting. Evaluate and improve existing BI Reporting. Performing ad hoc queries, analysis and reporting as and when required. Who you are: At least 3 years’ Commercial experience in a BI environment. Strong experience with Qliksense ideally Nprinting. Positive attitude with an inquisitive nature. Experience working in a Finance Team would be highly advantageous. What’s on offer? Take ownership and become our BI SME within the organisation. Ongoing Training & Development within the role. Who we are: The Finite group is a multi-award winning consultancy recognised across Australia and New Zealand for excellence in recruitment for the technology consultancy space. We have 20 years of year on year success. Our teams specialise in the following areas of technology recruitment (contract and permanent): DevOps | Business Intelligence | Big Data | Analytics | Infrastructure | Engineering | Digital; iOS Android| Front End Development| Back End Development | UX | UI | Research | Project Management | Change Management | AdOps | Service Delivery | What's next? If you would like to be considered, please apply for the role through Seek. Steffan Rees Steffanr@finite.com.au",BI Analyst
